tag,i,t,y1,y2,y3,dy1,dy2,dy3
8,1,.000000000000000,.177254250083853,-.237764129073788,.750000000000000,.841037164262452,.608501668839796,1.067851052597522
8,2,.010000000000000,.185568414005753,-.231543995288917,.760697539173653,.821667529589715,.635435298295663,1.071627377407619
8,3,.020000000000000,.193685059688270,-.225057248262269,.771431950894940,.801535670590677,.661821430602523,1.075224688857929
8,4,.030000000000000,.201596629812667,-.218309449193977,.782201418784631,.780654601171719,.687642857886498,1.078637733290755
8,5,.040000000000000,.209295698066456,-.211306330246242,.793004073803314,.759037508411535,.712882593699266,1.081861233582808
8,6,.050000000000000,.216774970868898,-.204053792386362,.803837994055759,.736697751488789,.737523861560273,1.084889897085408
8,7,.060000000000000,.224027289090952,-.196557903344295,.814701204678778,.713648861644684,.761550083515608,1.087718424384710
8,8,.070000000000000,.231045629780069,-.188824895684327,.825591677820829,.689904543192393,.784944868766902,1.090341518890526
8,9,.080000000000000,.237823107900356,-.180861164989877,.836507332721653,.665478675583623,.807692002425547,1.092753897255776
8,10,.090000000000000,.244352978098739,-.172673268159891,.847446035900248,.640385316540698,.829775434449470,1.094950300621716
8,11,.100000000000000,.250628636507787,-.164267921814707,.858405601459380,.614638706260436,.851179268821712,1.096925506676811
8,12,.110000000000000,.256643622595958,-.155652000808680,.869383791514664,.588253272693742,.871887753032036,1.098674342509516
8,13,.120000000000000,.262391621076031,-.146832536846203,.880378316756033,.561243637902291,.891885267924774,1.100191698227414
8,14,.130000000000000,.267866463882475,-.137816717197154,.891386837149090,.533624625490816,.911156317978028,1.101472541306992
8,15,.140000000000000,.273062132228507,-.128611883507115,.902406962783427,.505411269110442,.929685522081242,1.102511931630136
8,16,.150000000000000,.277972758753509,-.119225530697037,.913436254874527,.476618822025119,.947457604879878,1.103305037154960
8,17,.160000000000000,.282592629771375,-.109665305946327,.924472226925297,.447262767729601,.964457388757598,1.103847150160195
8,18,.170000000000000,.286916187630234,-.099939007752632,.935512346052633,.417358831603486,.980669786527824,1.104133703993869
8,19,.180000000000000,.290938033193809,-.090054585060854,.946554034483663,.386922993581666,.996079794907826,1.104160290248664
8,20,.190000000000000,.294652928454474,-.080020136453202,.957594671225532,.355971501817078,1.010672488849574,1.103922676278142
8,21,.200000000000000,.298055799287772,-.069843909391338,.968631593911661,.324520887306972,1.024433016802386,1.103416822960025
8,22,.210000000000000,.301141738357882,-.059534299500927,.979662100826457,.292587979448943,1.037346596982926,1.102638902605098
8,23,.220000000000000,.303906008183129,-.049099849888131,.990683453109388,.260189922487821,1.049398514728316,1.101585316903039
8,24,.230000000000000,.306344044370240,-.038549250476841,1.001692877138224,.227344192809161,1.060574121007960,1.100252714789729
8,25,.240000000000000,.308451459025563,-.027891337354687,1.012687567090055,.194068617029486,1.070858832169144,1.098638010114453
8,26,.250000000000000,.310224044350935,-.017135092115112,1.023664687677449,.160381390827774,1.080238130990511,1.096738398979896
8,27,.260000000000000,.311657776431332,-.006289641182068,1.034621377055835,.126301098456851,1.088697569116132,1.094551376623153
8,28,.270000000000000,.312748819220741,.004635744896828,1.045554749896824,.091846732867452,1.096222770941003,1.092074753702097
8,29,.280000000000000,.313493528732041,.015631652203535,1.056461900620860,.057037716371789,1.102799439016461,1.089306671848576
8,30,.290000000000000,.313888457435890,.026688524264761,1.067339906781138,.021893921767513,1.108413361041158,1.086245618348046
8,31,.300000000000000,.313930358872797,.037796662945226,1.078185832589376,-.013564306162899,1.113050418499831,1.082890439804507
8,32,.310000000000000,.313616192481699,.048946229435809,1.088996732572561,-.049316128868104,1.116696597008222,1.079240354650070
8,33,.320000000000000,.312943128647387,.060127245353895,1.099769655348450,-.085340192055599,1.119337998418033,1.075294964360249
8,34,.330000000000000,.311908553968192,.071329593973770,1.110501647506173,-.121614603632986,1.120960854730851,1.071054263239066
8,35,.340000000000000,.310510076744232,.082543021605403,1.121189757576990,-.158116911669795,1.121551543864462,1.066518646642591
8,36,.350000000000000,.308745532685481,.093757139140289,1.131831040078952,-.194824082491711,1.121096607308960,1.061688917515340
8,37,.360000000000000,.306612990837751,.104961423783453,1.142422559617992,-.231712479023519,1.119582769703553,1.056566291121336
8,38,.370000000000000,.304110759723500,.116145220990913,1.152961395026839,-.268757839501168,1.116996960357993,1.051152397860426
8,39,.380000000000000,.301237393693153,.127297746632166,1.163444643522106,-.305935256676928,1.113326336735149,1.045449284070742
8,40,.390000000000000,.297991699481391,.138408089397332,1.173869424858963,-.343219157644670,1.108558309903412,1.039459410729952
8,41,.400000000000000,.294372742961532,.149465213468689,1.184232885462002,-.380583284414784,1.102680571959500,1.033185649981157
8,42,.410000000000000,.290379856089879,.160457961476248,1.194532202510229,-.418000675370136,1.095681125413725,1.026631279423861
8,43,.420000000000000,.286012644030546,.171375057756935,1.204764587953604,-.455443647735675,1.087548314521114,1.019799974126415
8,44,.430000000000000,.281270992449968,.182205111936711,1.214927292438191,-.492883781194823,1.078270858532857,1.012695796333485
8,45,.440000000000000,.276155074968957,.192936622854658,1.225017609116823,-.530291902785623,1.067837886833577,1.005323182860483
8,46,.450000000000000,.270665360758845,.203557982847703,1.235032877322181,-.567638073208710,1.056238975920862,.997686930186258
8,47,.460000000000000,.264802622266946,.214057482414125,1.244970486079411,-.604891574677518,1.043464188174472,.989792177275684
