tag,i,t,y1,y2,y3,dy1,dy2,dy3
0,1,.000000000000000,.350000001490116,.000000000000000,.750000000000000,.017500000074506,1.225000005215406,1.029621873802412
0,2,.010000000000000,.349978622328400,.012254255858863,.760313793830567,-.021781357033798,1.225664278810818,1.033105184784887
0,3,.020000000000000,.349564307753142,.024509546580361,.770661460931789,-.061082688355817,1.225206957504142,1.036395646305556
0,4,.030000000000000,.348756989732096,.036754656208657,.781041046564527,-.100377665285715,1.223628099867605,1.039488030345066
0,5,.040000000000000,.347556863133596,.048978371156938,.791450544359992,-.139640034719664,1.220928119671754,1.042377241375204
0,6,.050000000000000,.345964385020544,.061169483717393,.801887897715179,-.178843609136807,1.217107777672193,1.045058330365088
0,7,.060000000000000,.343980274047011,.073316795494791,.812351001325249,-.217962256006453,1.212168174552338,1.047526508148513
0,8,.070000000000000,.341605509963847,.085409120775477,.822837702845994,-.256969886590677,1.206110745071620,1.049777158057602
0,9,.080000000000000,.338841333238988,.097435289844069,.833345804678590,-.295840444215123,1.198937253464807,1.051805847731784
0,10,.090000000000000,.335689244797398,.109384152260576,.843873065867953,-.334547892084116,1.190649790133991,1.053608340015963
0,11,.100000000000000,.332151005884811,.121244580111059,.854417204105188,-.373066200719247,1.181250769670495,1.055180602867450
0,12,.110000000000000,.328228638058622,.133005471245299,.864975897823838,-.411369335103328,1.170742930239352,1.056518818197810
0,13,.120000000000000,.323924423308474,.144655752515239,.875546788378947,-.449431241614031,1.159129334354250,1.057619389583257
0,14,.130000000000000,.319240904308191,.156184383028227,.886127482297324,-.487225834833591,1.146413371065873,1.058478948785556
0,15,.140000000000000,.314180884799869,.167580357429285,.896715553586860,-.524726984322682,1.132598759581526,1.059094361034493
0,16,.150000000000000,.308747430110037,.178832709226784,.907308546092313,-.561908501447895,1.117689554328685,1.059462729032880
0,17,.160000000000000,.302943867796902,.189930514176013,.917903975884632,-.598744126353234,1.101690151469924,1.059581395655695
0,18,.170000000000000,.296773788426771,.200862893735159,.928499333670661,-.635207515166621,1.084605296871342,1.059447945326179
0,19,.180000000000000,.290241046476859,.211619018608230,.939092087209973,-.671272227532644,1.066440095521374,1.059060204063580
0,20,.190000000000000,.283349761360761,.222188112389387,.949679683725551,-.706911714562588,1.047200022391623,1.058416238209558
0,21,.200000000000000,.276104318571953,.232559455323039,.960259552295213,-.742099307292326,1.026890934726229,1.057514351853001
0,22,.210000000000000,.268509370939805,.242722388193901,.970829106210903,-.776808205737773,1.005519085741248,1.056353082986023
0,23,.220000000000000,.260569839991681,.252666316360994,.981385745293388,-.811011468636440,.983091139710658,1.054931198437145
0,24,.230000000000000,.252290917413830,.262380713949332,.991926858150407,-.844682003962160,.959614188410894,1.053247687640942
0,25,.240000000000000,.243678066602905,.271855128212709,1.002449824367004,-.877792560298342,.935095768891371,1.051301755316647
0,26,.250000000000000,.234737024299114,.281079184080666,1.012952016617540,-.910315719153124,.909543882534155,1.049092813141272
0,27,.260000000000000,.225473802291163,.290042588902340,1.023430802689807,-.942223888297636,.882967015361983,1.046620470515439
0,28,.270000000000000,.215894689182379,.298735137399441,1.033883547412729,-.973489296206261,.855374159550080,1.043884524532398
0,29,.280000000000000,.206006252206595,.307146716840177,1.044307614480266,-1.004083987675346,.826774836093770,1.040884949272272
0,30,.290000000000000,.195815339081649,.315267312445417,1.054700368165439,-1.033979820694257,.797179118580690,1.037621884554367
0,31,.300000000000000,.185329079887613,.323087013037873,1.065059174919755,-1.063148464640146,.766597658013540,1.034095624290345
0,32,.310000000000000,.174554888956165,.330596016944533,1.075381404854804,-1.091561399865227,.735041708626620,1.030306604589801
0,33,.320000000000000,.163500466756853,.337784638161979,1.085664433104329,-1.119189918742852,.702523154637078,1.026255391777473
0,34,.330000000000000,.152173801765334,.344643312793634,1.095905641066712,-1.146005128236256,.669054537869589,1.021942670487486
0,35,.340000000000000,.140583172298054,.351162605767367,1.106102417529498,-1.171977954051579,.634649086191273,1.017369232004830
0,36,.350000000000000,.128737148297229,.357333217841223,1.116252159679293,-1.197079146434606,.599320742691862,1.012535963027363
0,37,.360000000000000,.116644593049404,.363145992904408,1.126352274002106,-1.221279287668765,.563084195542459,1.007443835023002
0,38,.370000000000000,.104314664820281,.368591925579965,1.136400177080974,-1.244548801330164,.525954908464698,1.002093894356294
0,39,.380000000000000,.091756818388000,.373662169134910,1.146393296299407,-1.266857963354020,.487949151740520,.996487253356101
0,40,.390000000000000,.078980806456462,.378348043702870,1.156329070460923,-1.288176914965512,.449084033691257,.990625082491646
0,41,.400000000000000,.065996680929815,.382641044823551,1.166204950336552,-1.308475677527166,.409377532553041,.984508603817602
0,42,.410000000000000,.052814794028663,.386532852302639,1.176018399153779,-1.327724169354076,.368848528673766,.978139085840125
0,43,.420000000000000,.039445799228076,.390015339394953,1.185766893041841,-1.345892224547759,.327516836954812,.971517839944831
0,44,.430000000000000,.025900651996957,.393080582312911,1.195447921449647,-1.362949613899104,.285403239458498,.964646218514534
0,45,.440000000000000,.012190610317820,.395720870061564,1.205058987553816,-1.378866067910694,.242529518099579,.957525614849274
0,46,.450000000000000,-.001672765034455,.397928714600612,1.214597608675312,-1.393611301988750,.198918487336123,.950157464983637
0,47,.460000000000000,-.015677610476847,.399696861332957,1.224061316724071,-1.407155043854934,.154594026771664,.942543251476787
0,48,.470000000000000,-.029811759887846,.401018299918456,1.233447658691627,-1.419467063228244,.109581113576535,.934684509229036
0,49,.480000000000000,-.044062745185483,.401886275410581,1.242754197212169,-1.430517203827145,.063905854631867,.926582833355224
0,50,.490000000000000,-.058417797237189,.402294299712713,1.251978511212648,-1.440275417741803,.017595518294595,.918239889119897
0,51,.500000000000000,-.072863847125436,.402236163349746,1.261118196672466,-1.448711802225753,-.029321434323767,.909657423912400
0,52,.510000000000000,-.087387527793590,.401705947549571,1.270170867512919,-1.455796638955380,-.076815318678126,.900837281211638
0,53,.520000000000000,-.101975176096896,.400698036627868,1.279134156635916,-1.461500435804213,-.124855196830987,.891781416460803
0,54,.530000000000000,-.116612835283971,.399207130668337,1.288005717130546,-1.465793971176956,-.173408848341634,.882491914741916
0,55,.540000000000000,-.131286257934609,.397228258489248,1.296783223664820,-1.468648340945476,-.222442742139156,.872971010108937
0,56,.550000000000000,-.145980909380122,.394756790885741,1.305464374078325,-1.470035008025315,-.271922009523623,.863221106406804
0,57,.560000000000000,-.160681971632787,.391788454135834,1.314046891189664,-1.469925854626757,-.321810418448641,.853244799372306
0,58,.570000000000000,-.175374347851305,.388319343756530,1.322528524830346,-1.468293237208813,-.372070349247725,.843044899781679
0,59,.580000000000000,-.190042667369400,.384345938494732,1.330907054114290,-1.465110044157611,-.422662771976396,.832624457379480
0,60,.590000000000000,-.204671291314890,.379865114535895,1.339180289949315,-1.460349756202586,-.473547225551432,.821986785294217
0,61,.600000000000000,-.219244318846623,.374874159911524,1.347346077793880,-1.453986509574287,-.524681798878181,.811135484618645
0,62,.610000000000000,-.233745594036680,.369370789084612,1.355402300659021,-1.445995161896693,-.576023114166086,.800074468807220
0,63,.620000000000000,-.248158713425090,.363353157690130,1.363346882351804,-1.436351360794422,-.627526312641382,.788807987520233
0,64,.630000000000000,-.262467034274069,.356819877405486,1.371177790952846,-1.425031615181216,-.679145042874161,.777340649524144
0,65,.640000000000000,-.276653683548342,.349770030923728,1.378893042516417,-1.412013369180557,-.730831451944327,.765677444241188
0,66,.650000000000000,-.290701567647571,.342203186999914,1.386490704977550,-1.397275078612159,-.782536179677362,.753823761528619
0,67,.660000000000000,-.304593382916121,.334119415538808,1.393968902246305,-1.380796289959616,-.834208356185781,.741785409259761
0,68,.670000000000000,-.318311626954499,.325519302689627,1.401325818465062,-1.362557721714506,-.885795602955769,.729568628275556
0,69,.680000000000000,-.331838610755583,.316403965911202,1.408559702400383,-1.342541347971138,-.937244037720197,.717180104277000
0,70,.690000000000000,-.345156471687452,.306775068968455,1.415668871936742,-1.320730484123817,-.988498283359111,.704626976236149
0,71,.700000000000000,-.358247187343001,.296634836818756,1.422651718635249,-1.297109874495310,-1.039501481066343,.691916840916548
0,72,.710000000000000,-.371092590274687,.285986070344293,1.429506712316482,-1.271665781701319,-1.090195308016229,.679057753113214
0,73,.720000000000000,-.383674383630697,.274832160884330,1.436232405622798,-1.244386077531426,-1.140519999757058,.666058221247959
0,74,.730000000000000,-.395974157706503,.263177104518992,1.442827438511970,-1.215260335102528,-1.190414377547921,.652927197987992
0,75,.740000000000000,-.407973407423205,.251025516054105,1.449290542630882,-1.184279922016469,-1.239815880842840,.639674065594377
0,76,.750000000000000,-.419653550741263,.238382642654667,1.455620545515309,-1.151438094229885,-1.288660605110318,.626308615752115
0,77,.760000000000000,-.430995948015188,.225254377072738,1.461816374559566,-1.116730090321375,-1.336883345157930,.612841023685147
0,78,.770000000000000,-.441981922291497,.211647270413918,1.467877060698113,-1.080153225819611,-1.384417644110022,.599281816417263
0,79,.780000000000000,-.452592780548779,.197568544385274,1.473801741740176,-1.041706987236133,-1.431195848162330,.585641835103408
0,80,.790000000000000,-.462809835875055,.183026102966403,1.479589665297956,-1.001393125428848,-1.477149167210325,.571932191424733
0,81,.800000000000000,-.472614430573819,.168028543444566,1.485240191249369,-.959215747906977,-1.522207741418602,.558164218114438
0,82,.810000000000000,-.481987960186158,.152585166754244,1.490752793677262,-.915181409675863,-1.566300713766925,.544349413759317
0,83,.820000000000001,-.490911898412320,.136705987061344,1.496127062228931,-.869299202210931,-1.609356308574866,.530499382103211
0,84,.830000000000001,-.499367822911923,.120401740532377,1.501362702842443,-.821580840144565,-1.651301915971772,.516625766162365
0,85,.840000000000001,-.507337441957869,.103683893229491,1.506459537789780,-.772040745248011,-1.692064182242443,.502740177548143
0,86,.850000000000001,-.514802621914807,.086564648073094,1.511417504991217,-.720696127292878,-1.731569105941910,.488854121478551
