i,t,y1,y2,y3,y4,dy1,dy2,dy3,dy4
1,.000000000000000,.994000000000000,.000000000000000,.000000000000000,-2.001585106379082,.000000000000000,-2.001585106379082,-315.543035236719675,.000000000000000
2,.004267370982785,.991712043479358,-.007612513787439,-.876425484737723,-1.464186607873937,-.876425484737723,-1.464186607873937,-80.070182784150219,148.972026342229213
3,.008534741965570,.987597986256811,-.012743089473026,-.998912521817968,-.992248033856803,-.998912521817968,-.992248033856803,-1.245801208972352,77.593393156508256
4,.012802112948356,.983373288660948,-.016397499209808,-.973945471175746,-.744647858310747,-.973945471175746,-.744647858310747,9.435157703865608,43.182726633250958
5,.017069483931141,.979307269262415,-.019238617075919,-.931399704119038,-.598035802606735,-.931399704119038,-.598035802606735,9.937742017213916,27.373134095240609
6,.021336854913926,.975420124356852,-.021570322968464,-.891202219310239,-.500627698595640,-.891202219310239,-.500627698595640,8.826657328896438,19.078333450300015
7,.025604225896711,.971693615373896,-.023549547709997,-.856182272457824,-.430418024912451,-.856182272457824,-.430418024912451,7.604406961378766,14.220201347183922
8,.029871596879496,.968105849104506,-.025267192860672,-.826058461447180,-.376783985952969,-.826058461447180,-.376783985952969,6.546001962227400,11.130864436225533
9,.034138967862281,.964637575850053,-.026780650226684,-.800045362360817,-.334014422461765,-.800045362360817,-.334014422461765,5.675081330735306,9.040458055564830
10,.038406338845067,.961272891832212,-.028128569023479,-.777394971240743,-.298771274389011,-.777394971240743,-.298771274389011,4.964479126333819,7.556406751851270
11,.042673709827852,.957998807151805,-.029338297339338,-.757492913569752,-.268972208946923,-.757492913569752,-.268972208946923,4.381942263919706,6.461985027394906
12,.046941080810637,.954804671895556,-.030429955723010,-.739853356765076,-.243249257814112,-.739853356765076,-.243249257814112,3.900046846062936,5.629671511541127
13,.051208451793422,.951681678012509,-.031418819445468,-.724094656890189,-.220665276096320,-.724094656890189,-.220665276096320,3.497312325233580,4.980430153183874
14,.055475822776207,.948622466671474,-.032316788292180,-.709915658882451,-.200555675552546,-.709915658882451,-.200555675552546,3.157302526946881,4.463121619436607
15,.059743193758993,.945620827185528,-.033133334292788,-.697076644448107,-.182435303835912,-.697076644448107,-.182435303835912,2.867478662560447,4.043438918787797
16,.064010564741778,.942671467194498,-.033876135805950,-.685384860947066,-.165941177692456,-.685384860947066,-.165941177692456,2.618225177466104,3.697648285747617
17,.068277935724563,.939769836433428,-.034551515254192,-.674683714621076,-.150795917260991,-.674683714621076,-.150795917260991,2.402104406050281,3.408890237408697
18,.072545306707348,.936911990457529,-.035164749543953,-.664844712222863,-.136783632231800,-.664844712222863,-.136783632231800,2.213306017011487,3.164909824577345
19,.076812677690133,.934094484225557,-.035720295393564,-.655761420388789,-.123733567543804,-.655761420388789,-.123733567543804,2.047244455485010,2.956617585658402
20,.081080048672919,.931314288150074,-.036221956267447,-.647344899949822,-.111508735985021,-.647344899949822,-.111508735985021,1.900264400590295,2.777150650907779
21,.085347419655704,.928568721205112,-.036673008297291,-.639520222058732,-.099997843874925,-.639520222058732,-.099997843874925,1.769424013862463,2.621244458556059
22,.089614790638489,.925855397111073,-.037076296799630,-.632223783397739,-.089109444193013,-.632223783397739,-.089109444193013,1.652334128871851,2.484802745999095
23,.093882161621274,.923172180645028,-.037434311323193,-.625401216802027,-.078767628986497,-.625401216802027,-.078767628986497,1.547037841094542,2.364597248464342
24,.098149532604059,.920517151867042,-.037749244759120,-.619005749742301,-.068908806148471,-.619005749742301,-.068908806148471,1.451919482839784,2.258054137498377
25,.102416903586844,.917888576593129,-.038023040444503,-.612996902916077,-.059479253466211,-.612996902916077,-.059479253466211,1.365635153828020,2.163099628779007
26,.106684274569630,.915284881841311,-.038257430097979,-.607339449566875,-.050433238645093,-.607339449566875,-.050433238645093,1.287059208530390,2.078046685637442
27,.110951645552415,.912704635270203,-.038453964668720,-.602002576510278,-.041731557399418,-.602002576510278,-.041731557399418,1.215242665300390,2.001510737537482
28,.115219016535200,.910146527848314,-.038614039646015,-.596959202577440,-.033340384428334,-.596959202577440,-.033340384428334,1.149380604406177,1.932346193861407
29,.119486387517985,.907609359157112,-.038738915994106,-.592185420939604,-.025230361391920,-.592185420939604,-.025230361391920,1.088786404133749,1.869598068699911
30,.123753758500770,.905092024856289,-.038829737599240,-.587660039696257,-.017375866407784,-.587660039696257,-.017375866407784,1.032871223552835,1.812464726421516
31,.128021129483555,.902593505935781,-.038887545911637,-.583364200993466,-.009754424007230,-.583364200993466,-.009754424007230,.981127544099224,1.760268908067297
32,.132288500466341,.900112859453510,-.038913292313075,-.579281063348705,-.002346224815139,-.579281063348705,-.002346224815139,.933115875768752,1.712434991312506
33,.136555871449126,.897649210515705,-.038907848626472,-.575395535191210,.004866268296707,-.575395535191210,.004866268296707,.888453949214775,1.668470990571983
34,.140823242431911,.895201745302216,-.038872016096897,-.571694050166141,.011898645343633,-.571694050166141,.011898645343633,.846807874521249,1.627954195748541
35,.145090613414696,.892769704975212,-.038806533106788,-.568164376700472,.018764819341176,-.568164376700472,.018764819341176,.807884866414883,1.590519628786712
36,.149357984397481,.890352380338309,-.038712081836506,-.564795455836607,.025477252042785,-.564795455836607,.025477252042785,.771427225163957,1.555850700427833
37,.153625355380267,.887949107136163,-.038589294041100,-.561577262514567,.032047143645570,-.561577262514567,.032047143645570,.737207330218142,1.523671598266088
38,.157892726363052,.885559261903051,-.038438756082420,-.558500686405002,.038484593052625,-.558500686405002,.038484593052625,.705023455399779,1.493741047076098
39,.162160097345837,.883182258284024,-.038261013330644,-.555557429122586,.044798733931568,-.555557429122586,.044798733931568,.674696254239072,1.465847164309414
40,.166427468328622,.880817543764435,-.038056574029210,-.552739915227047,.050997850764035,-.552739915227047,.050997850764035,.646065794829060,1.439803195276578
41,.170694839311407,.878464596753697,-.037825912701089,-.550041214880555,.057089478265562,-.550041214880555,.057089478265562,.618989047549441,1.415443959255779
42,.174962210294192,.876122923977411,-.037569473161312,-.547454976400946,.063080486914659,-.547454976400946,.063080486914659,.593337747792957,1.392622873472602
43,.179229581276978,.873792058138842,-.037287671190098,-.544975367249753,.068977156823235,-.544975367249753,.068977156823235,.568996570633581,1.371209449376836
44,.183496952259763,.871471555816431,-.036980896912317,-.542597022237059,.074785241777390,-.542597022237059,.074785241777390,.545861566110781,1.351087176941435
45,.187764323242548,.869160995568776,-.036649516921913,-.540314997923590,.080510024954799,-.540314997923590,.080510024954799,.523838813155749,1.332151729324943
46,.192031694225333,.866859976222525,-.036293876184057,-.538124732362952,.086156367565203,-.538124732362952,.086156367565203,.502843257676157,1.314309433282287
47,.196299065208118,.864568115321981,-.035914299742968,-.536022009460780,.091728751450212,-.536022009460780,.091728751450212,.482797706345773,1.297475961008961
48,.200566436190904,.862285047722047,-.035511094259255,-.534002927338218,.097231316507694,-.534002927338218,.097231316507694,.463631952522177,1.281575207283040
49,.204833807173689,.860010424308581,-.035084549397299,-.532063870179004,.102667893666226,-.532063870179004,.102667893666226,.445282014678209,1.266538322300141
50,.209101178156474,.857743910832249,-.034634939080304,-.530201483116012,.108042034020370,-.530201483116012,.108042034020370,.427689470966177,1.252302875837263
51,.213368549139259,.855485186843758,-.034162522628279,-.528412649777170,.113357034642872,-.528412649777170,.113357034642872,.410800876183576,1.238812132608085
52,.217635920122044,.853233944719814,-.033667545792169,-.526694472164466,.118615961511538,-.526694472164466,.118615961511538,.394567249589117,1.226014422096938
53,.221903291104829,.850989888770481,-.033150241695630,-.525044252585072,.123821669923347,-.525044252585072,.123821669923347,.378943623818575,1.213862588945996
54,.226170662087615,.848752734419695,-.032610831694480,-.523459477391978,.128976822713969,-.523459477391978,.128976822713969,.363888646642784,1.202313512248756
55,.230438033070400,.846522207451691,-.032049526162588,-.521937802323976,.134083906555285,-.521937802323976,.134083906555285,.349364228552240,1.191327683972994
56,.234705404053185,.844298043316903,-.031466525211896,-.520477039262561,.139145246565156,-.520477039262561,.139145246565156,.335335230189822,1.180868838277637
57,.238972775035970,.842079986491633,-.030862019353335,-.519075144246864,.144163019431356,-.519075144246864,.144163019431356,.321769184521908,1.170903624762877
