i,t,y1,y2,y3,y4,dy1,dy2,dy3,dy4
1,.000000000000000,.994000000000000,.000000000000000,.000000000000000,-2.001585106379082,.000000000000000,-2.001585106379082,-315.543035236719675,.000000000000000
2,.000000098186654,.993999999998479,-.000000196528944,-.000030982114781,-2.001585105897186,-.000030982114781,-2.001585105897186,-315.543034928687291,.009815926050821
3,.000000294559962,.993999999986311,-.000000589586832,-.000092946344101,-2.001585102042014,-.000092946344101,-2.001585102042014,-315.543032464428961,.029447777959188
4,.000000687306577,.993999999925470,-.000001375702603,-.000216874800079,-2.001585082766156,-.000216874800079,-2.001585082766156,-315.543020143181593,.068711479649908
5,.000001472799808,.993999999657772,-.000002947934108,-.000464731687840,-2.001584997952387,-.000464731687840,-2.001584997952387,-315.542965929662842,.147238863703924
6,.000003043786271,.993999998538305,-.000006092396797,-.000960445258183,-2.001584643276760,-.000960445258183,-2.001584643276760,-315.542739218787290,.304293467915621
7,.000006185759196,.993999993963095,-.000012381319534,-.001951870710984,-2.001583193735117,-.001951870710984,-2.001583193735117,-315.541812663765654,.618401328063411
8,.000012469705045,.993999975467612,-.000024959143593,-.003934707927783,-2.001577333922385,-.003934707927783,-2.001577333922385,-315.538067056626232,1.246606113846654
9,.000025037596744,.993999901097040,-.000050114619227,-.007900272110892,-2.001553771897095,-.007900272110892,-2.001553771897095,-315.523006434365755,2.502927619694093
10,.000050173380142,.993999602847891,-.000100424186071,-.015830515603620,-2.001459286568428,-.015830515603620,-2.001459286568428,-315.462616880015503,5.014863863197768
11,.000100444946939,.993998408484549,-.000201032228732,-.031683915031897,-2.001081004146586,-.031683915031897,-2.001081004146586,-315.220913886556616,10.033076954965811
12,.000200988080531,.993993630968650,-.000402159606355,-.063334072154126,-1.999569323555104,-.063334072154126,-1.999569323555104,-314.256197360082524,20.024325810276100
13,.000402074347716,.993974563314260,-.000803707426128,-.126184439321226,-1.993559333313123,-.126184439321226,-1.993559333313123,-310.439247625816904,39.649555700293760
14,.000804246882086,.993899044276499,-.001601241089642,-.248389616176893,-1.970116668587945,-.248389616176893,-1.970116668587945,-295.831155081334657,76.173221735019453
15,.001608591950827,.993608324773381,-.003154594560104,-.467809616015314,-1.884925162533383,-.467809616015314,-1.884925162533383,-246.412659780224857,130.993500738488251
16,.003217282088308,.992587719988322,-.005994283301853,-.770293554124085,-1.637667888873637,-.770293554124085,-1.637667888873637,-133.075271605273883,161.481586013292826
17,.006434662363269,.989677361771734,-.010503963864970,-.980637213411141,-1.196334053302248,-.980637213411141,-1.196334053302248,-22.064576106069431,107.696832880847410
