i,t,y1,dy1
1,.000000000000000,.000000000000000,.000000000000000
2,.698131700797732,.234159759268338,.616840674667528
3,1.396263401595464,.464562826292806,-.516288140489608
4,2.094395102393195,-.473681780879408,-.670541066157400
5,2.792526803190927,.499222471885893,.155674357555020
6,3.490658503988659,-.186237188401167,3.239479374114971
7,4.188790204786391,-.482256532567136,1.105989260713407
8,4.886921905584122,-.474608298559974,1.537544297823772
9,5.585053606381853,-.110627743390086,5.446631632795430
10,6.283185307179586,.489172031345268,-1.300630980313157
