i,t,y1,y2,y3,dy1,dy2,dy3
5806,50.003024880724844,3.917047905706380,6.553507598966150,14.413817140504584,26.364596932597699,46.664221517364290,-12.766442492451013
5807,50.013024880724842,4.191107397443934,7.038474965982253,14.306354664004113,28.473675685383188,50.353063299683740,-8.651274607358797
5808,50.023024880724840,4.487043973803011,7.560997358537051,14.242401124048651,30.739533847340404,54.169953771799520,-4.053208697232243
5809,50.033024880724838,4.806405793746159,8.122172527967599,14.227139016058544,33.157667342214403,58.075786301709037,1.099419720073243
5810,50.043024880724836,5.150676589733854,8.722624178931687,14.266494381494640,35.719475891978327,62.014221705282232,6.883431142150883
5811,50.053024880724834,5.521227707067125,9.362309621353798,14.367180030210406,38.410819142866742,65.907593721306498,13.378963202998634
5812,50.063024880724832,5.919254337949290,10.040283937207125,14.536714633687833,41.210295992578345,69.652326370385381,20.666421893054967
5813,50.073024880724830,6.345693104432749,10.754416589212745,14.783403618252144,44.087234847799962,73.114047934515440,28.821817543692106
5814,50.083024880724828,6.801118141956391,11.501059039190812,15.116263438792151,46.999408972344206,76.122755423426739,37.910025446373112
5815,50.092941415703585,7.281450053000737,12.268117908458331,15.540865477758890,49.866678554575941,78.452447818857493,47.887379854072833
5816,50.102164596049064,7.753392405560921,12.998682942437677,16.028719564060577,52.452905368767560,79.819351874415077,58.040637437362363
5817,50.110804613250352,8.216588107506459,13.690642893942060,16.573982365610039,54.740547864356017,80.192237716945570,68.293087278188693
5818,50.118950942357571,8.670701728416573,14.342007013603462,17.171781811790083,56.713052851868895,79.546243146580025,78.563846837040586
5819,50.126676971519991,9.115374041427648,14.950806696400045,17.817927579698644,58.354326549723972,77.862591931551322,88.767721712904574
5820,50.134043574939760,9.550196041883211,15.515042758442778,18.508697937301083,59.648467165595669,75.128752633062390,98.815172108526113
5821,50.141101839122086,9.974692895259782,16.032657879916961,19.240679473841951,60.579649846571790,71.338874339654922,108.612360050026609
5822,50.147895142079363,10.388312810963228,16.501523622196842,20.010643021544450,61.132108112336141,66.494415828451423,118.061274520761273
5823,50.154460746839696,10.790418181480572,16.919436595930176,20.815444154941169,61.290184144496038,60.604925420455146,127.059945185289621
5824,50.160831031875666,11.180277560667797,17.284121150945147,21.651940217458613,61.038435902773500,53.688949189580022,135.502764613219369
5825,50.167034449255986,11.557057727698423,17.593237544099807,22.516918276918304,60.361798164013848,45.775054455243492,143.280946509157218
