i,t,y1,dy1
1,.000000000000000,.000000000000000,.000000000000000
2,.698131700797732,.234159759267982,.616840674667528
3,1.396263401595463,.464562826305960,-.516288140489607
4,2.094395102393195,-.473681780850716,-.670541066157403
5,2.792526803190923,.499222469774178,.155674357555082
6,3.490658503988658,-.186237184605725,3.239479374114956
7,4.188790204786392,-.482256483037219,1.105989260713465
8,4.886921905584121,-.474608143869863,1.537544297823689
9,5.585053606381855,-.110628266657511,5.446631632795459
10,6.283185307179584,.489170275634880,-1.300630980312939
