i,t,y1,y2,y3,dy1,dy2,dy3
4191,50.005757339166536,3.442507571927028,6.846629789063105,6.257186780276869,34.041222171360765,68.003169354828870,6.883743476959239
4192,50.018205029497011,3.893560896270429,7.744841923505790,6.380371975234971,38.512810272353605,76.432496345631620,13.140688393864746
4193,50.029180499198482,4.339819420989751,8.627098396314391,6.560711357249559,42.872789753246401,84.415542827698971,19.944818881115907
4194,50.039004183624471,4.781559058883393,9.492979976927753,6.791621133223113,47.114209180443602,91.916136117740379,27.280254715882595
4195,50.047904611518646,5.219024235454614,10.342065529195514,7.068431418933885,51.230412937409000,98.900298181468898,35.126340191040782
4196,50.056049934603919,5.652403208543296,11.173863599101869,7.387685089839539,55.214603905585733,105.335251334593949,43.458688886483110
4197,50.063567262773958,6.081827381698313,11.987799342883457,7.746722427847880,59.059719611851449,111.189138764567630,52.249799815592645
4198,50.070554935503218,6.507377214959268,12.783218871801669,8.143424135082061,62.758416568424011,116.431010478675461,61.469429526647346
4199,50.077090570407890,6.929089096722276,13.559398097626966,8.576045872302659,66.303090009046898,121.030910663834334,71.084821856910025
4200,50.083236502422331,7.346961457656622,14.315551733517667,9.043107813288719,69.685902758610453,124.960004519202059,81.060852662473835
4201,50.089043559176723,7.760959735138950,15.050841144486865,9.543318454586345,72.898814093479146,128.190721173750660,91.360122890104947
4202,50.094553744572835,8.171020230372267,15.764380820674557,10.075520423844536,75.933605903022894,130.696904414986278,101.943020141438950
4203,50.099802187068292,8.577053019786003,16.455243607784475,10.638650799369374,78.781905879984720,132.453968981043772,112.767761412477157
4204,50.104818581072358,8.978944093614096,17.122464925637281,11.231711224006519,81.435208320231851,133.439062539584967,123.790425381481342
4205,50.109628271496518,9.376556872470296,17.765046208456081,11.853744758086751,83.884893359857841,133.631234344765119,134.964980094086570
4206,50.114253082294155,9.769733224076148,18.381957774166651,12.503817442091645,86.122245500905024,133.011611808179907,146.243310410929723
4207,50.118711958166173,10.158294076000347,18.972141298899295,13.181003190065812,88.138472228989485,131.563586207723205,157.575248725474751
4208,50.123021467788497,10.542039698690694,19.534512045379952,13.884371057199017,89.924723466892573,129.273008641615348,168.908611991082950
